Date,Open,High,Low,Close,Adj Close,Volume
2022-09-20,24.7189998626709,24.719999313354492,24.65999984741211,24.665000915527344,24.665000915527344,1300
2022-09-21,24.790000915527344,24.809999465942383,24.57900047302246,24.57900047302246,24.57900047302246,800
2022-09-22,24.385000228881836,24.385000228881836,24.385000228881836,24.385000228881836,24.385000228881836,0
2022-09-23,24.058000564575195,24.06999969482422,24.040000915527344,24.040000915527344,24.040000915527344,600
2022-09-26,23.969999313354492,23.979999542236328,23.684999465942383,23.684999465942383,23.684999465942383,1300
2022-09-27,23.614999771118164,23.614999771118164,23.614999771118164,23.614999771118164,23.614999771118164,0
2022-09-28,24.052000045776367,24.052000045776367,24.052000045776367,24.052000045776367,24.052000045776367,0
2022-09-29,23.760000228881836,23.829999923706055,23.760000228881836,23.799999237060547,23.799999237060547,700
2022-09-30,23.68000030517578,23.68000030517578,23.632999420166016,23.632999420166016,23.632999420166016,500
2022-10-03,23.860000610351562,23.9689998626709,23.850000381469727,23.9689998626709,23.9689998626709,1000
2022-10-04,24.506000518798828,24.506000518798828,24.506000518798828,24.506000518798828,24.506000518798828,100
2022-10-05,24.288999557495117,24.433000564575195,24.288999557495117,24.433000564575195,24.433000564575195,1800
2022-10-06,24.40999984741211,24.40999984741211,24.316999435424805,24.316999435424805,24.316999435424805,200
2022-10-07,23.968000411987305,23.968000411987305,23.968000411987305,23.968000411987305,23.968000411987305,0
2022-10-10,23.634000778198242,23.634000778198242,23.634000778198242,23.634000778198242,23.634000778198242,100
2022-10-11,23.725000381469727,23.725000381469727,23.725000381469727,23.725000381469727,23.725000381469727,0
2022-10-12,23.820999145507812,23.820999145507812,23.788000106811523,23.788000106811523,23.788000106811523,400
2022-10-13,23.440000534057617,23.843000411987305,23.440000534057617,23.843000411987305,23.843000411987305,1100
2022-10-14,23.729999542236328,23.729999542236328,23.729999542236328,23.729999542236328,23.729999542236328,0
2022-10-17,24.10300064086914,24.10300064086914,24.10300064086914,24.10300064086914,24.10300064086914,0
2022-10-18,24.329999923706055,24.329999923706055,24.31599998474121,24.31599998474121,24.31599998474121,300
2022-10-19,24.1299991607666,24.1299991607666,24.006000518798828,24.006000518798828,24.006000518798828,800
2022-10-20,23.857999801635742,23.857999801635742,23.857999801635742,23.857999801635742,23.857999801635742,100
2022-10-21,24.05500030517578,24.05500030517578,24.05500030517578,24.05500030517578,24.05500030517578,0
2022-10-24,23.961999893188477,23.961999893188477,23.961999893188477,23.961999893188477,23.961999893188477,100
2022-10-25,24.15999984741211,24.239999771118164,24.149999618530273,24.225000381469727,24.225000381469727,2500
2022-10-26,24.32900047302246,24.329999923706055,24.26799964904785,24.26799964904785,24.26799964904785,1400
2022-10-27,24.53499984741211,24.53499984741211,24.53499984741211,24.53499984741211,24.53499984741211,100
2022-10-28,24.700000762939453,24.7450008392334,24.700000762939453,24.7450008392334,24.7450008392334,3100
2022-10-31,24.579999923706055,24.579999923706055,24.30500030517578,24.347000122070312,24.347000122070312,20100
2022-11-01,24.3700008392334,24.530000686645508,24.360000610351562,24.424999237060547,24.424999237060547,16100
2022-11-02,24.530000686645508,24.530000686645508,24.187000274658203,24.187000274658203,24.187000274658203,27900
2022-11-03,23.93000030517578,24.059999465942383,23.81999969482422,24.031999588012695,24.031999588012695,1100
2022-11-04,23.959999084472656,24.072999954223633,23.959999084472656,24.072999954223633,24.072999954223633,700
2022-11-07,24.114999771118164,24.114999771118164,24.048999786376953,24.05500030517578,24.05500030517578,2000
2022-11-08,23.99799919128418,23.99799919128418,23.99799919128418,23.99799919128418,23.99799919128418,100
2022-11-09,23.89299964904785,23.89299964904785,23.66699981689453,23.66699981689453,23.66699981689453,300
2022-11-10,24.448999404907227,24.52199935913086,24.400999069213867,24.52199935913086,24.52199935913086,1900
2022-11-11,24.604999542236328,24.604999542236328,24.604999542236328,24.604999542236328,24.604999542236328,100
2022-11-14,24.5,24.5,24.405000686645508,24.405000686645508,24.405000686645508,800
2022-11-15,24.67099952697754,24.67099952697754,24.67099952697754,24.67099952697754,24.67099952697754,0
2022-11-16,24.66900062561035,24.700000762939453,24.631000518798828,24.631000518798828,24.631000518798828,300
2022-11-17,24.4950008392334,24.4950008392334,24.4950008392334,24.4950008392334,24.4950008392334,100
2022-11-18,24.565000534057617,24.565000534057617,24.565000534057617,24.565000534057617,24.565000534057617,800
2022-11-21,24.400999069213867,24.400999069213867,24.400999069213867,24.400999069213867,24.400999069213867,100
2022-11-22,24.56999969482422,24.618999481201172,24.56999969482422,24.618999481201172,24.618999481201172,300
2022-11-23,24.709999084472656,24.799999237060547,24.709999084472656,24.799999237060547,24.799999237060547,1600
2022-11-25,24.768999099731445,24.770000457763672,24.764999389648438,24.764999389648438,24.764999389648438,1700
2022-11-28,24.600000381469727,24.600000381469727,24.37700080871582,24.37700080871582,24.37700080871582,1200
2022-11-29,24.40999984741211,24.520000457763672,24.40999984741211,24.5049991607666,24.5049991607666,1800
2022-11-30,24.5,24.902000427246094,24.499000549316406,24.902000427246094,24.902000427246094,1800
2022-12-01,25.000999450683594,25.000999450683594,25.000999450683594,25.000999450683594,25.000999450683594,100
2022-12-02,24.979000091552734,25.006000518798828,24.969999313354492,25.006000518798828,25.006000518798828,300
2022-12-05,24.760000228881836,24.760000228881836,24.760000228881836,24.760000228881836,24.760000228881836,200
2022-12-06,24.649999618530273,24.649999618530273,24.64900016784668,24.649999618530273,24.649999618530273,700
2022-12-07,24.75,24.815000534057617,24.190000534057617,24.815000534057617,24.815000534057617,17100
2022-12-08,24.823999404907227,24.823999404907227,24.823999404907227,24.823999404907227,24.823999404907227,100
2022-12-09,24.854999542236328,24.854999542236328,24.854999542236328,24.854999542236328,24.854999542236328,100
2022-12-12,24.941999435424805,24.941999435424805,24.941999435424805,24.941999435424805,24.941999435424805,0
2022-12-13,25.399999618530273,25.399999618530273,25.250999450683594,25.250999450683594,25.250999450683594,200
2022-12-14,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,25.09000015258789,100
2022-12-15,24.968000411987305,24.968000411987305,24.968000411987305,24.968000411987305,24.968000411987305,100
2022-12-16,24.83099937438965,24.83099937438965,24.83099937438965,24.83099937438965,24.83099937438965,100
2022-12-19,24.510000228881836,24.510000228881836,24.399999618530273,24.42099952697754,24.42099952697754,800
2022-12-20,24.34000015258789,24.375,24.270000457763672,24.354999542236328,24.354999542236328,4700
2022-12-21,24.559999465942383,24.59000015258789,24.549999237060547,24.579999923706055,24.579999923706055,2500
2022-12-22,24.5,24.5,24.395000457763672,24.395000457763672,24.395000457763672,1700
2022-12-23,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,24.489999771118164,100
2022-12-27,24.364999771118164,24.399999618530273,24.19499969482422,24.204999923706055,24.204999923706055,32600
2022-12-28,24.209999084472656,24.209999084472656,23.75,23.75,23.75,9200
