,Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
6064,Y,LEMB,iShares J.P. Morgan EM Local Currency Bond,P, ,Y,100.0,N,,LEMB,LEMB,N
6065,Y,LEN,Lennar Corporation Class A Common Stock,N, ,N,100.0,N,,LEN,LEN,N
6067,Y,LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N, ,N,100.0,N,,LEO,LEO,N
6068,Y,LESL,"Leslie's, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LESL,N
6069,Y,LETB,AdvisorShares Trust AdvisorShares Let Bob AI Powered Momentum ETF,P, ,Y,100.0,N,,LETB,LETB,N
6070,Y,LEU,Centrus Energy Corp. Class A Common Stock,A, ,N,100.0,N,,LEU,LEU,N
6071,Y,LEV,The Lion Electric Company Common Shares,N, ,N,100.0,N,,LEV,LEV,N
6074,Y,LEVI,Levi Strauss & Co Class A Common Stock,N, ,N,100.0,N,,LEVI,LEVI,N
6075,Y,LEXI,Alexis Practical Tactical ETF,P, ,Y,100.0,N,,LEXI,LEXI,N
6076,Y,LEXX,Lexaria Bioscience Corp. - Common Stock,Q,S,N,100.0,N,N,,LEXX,N
6077,Y,LEXXW,Lexaria Bioscience Corp. - Warrant,Q,S,N,100.0,N,N,,LEXXW,N
6078,Y,LFAC,LF Capital Acquisition Corp. II - Class A Common Stock,Q,G,N,100.0,N,N,,LFAC,N
6079,Y,LFACU,LF Capital Acquisition Corp. II - Units,Q,G,N,100.0,N,N,,LFACU,N
6080,Y,LFACW,LF Capital Acquisition Corp. II - Warrants,Q,G,N,100.0,N,D,,LFACW,N
6081,Y,LFCR,"Lifecore Biomedical, Inc. - Common Stock",Q,Q,N,100.0,N,E,,LFCR,N
6082,Y,LFEQ,VanEck Long/Flat Trend ETF,P, ,Y,100.0,N,,LFEQ,LFEQ,N
6083,Y,LFLY,"Leafly Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,LFLY,N
6084,Y,LFLYW,"Leafly Holdings, Inc. - Warrant",Q,S,N,100.0,N,N,,LFLYW,N
6085,Y,LFMD,"LifeMD, Inc. - Common Stock",Q,G,N,100.0,N,N,,LFMD,N
6086,Y,LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",Q,G,N,100.0,N,N,,LFMDP,N
6087,Y,LFST,"LifeStance Health Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LFST,N
6088,Y,LFT,"Lument Finance Trust, Inc. Common Stock",N, ,N,100.0,N,,LFT,LFT,N
6090,Y,LFUS,"Littelfuse, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LFUS,N
6091,Y,LFVN,Lifevantage Corporation - Common Stock,Q,S,N,100.0,N,N,,LFVN,N
6094,Y,LGH,HCM Defender 500 Index ETF,P, ,Y,100.0,N,,LGH,LGH,N
6095,Y,LGHL,Lion Group Holding Ltd. - American Depositary Share,Q,S,N,100.0,N,N,,LGHL,N
6096,Y,LGHLW,Lion Group Holding Ltd. - Warrant,Q,S,N,100.0,N,N,,LGHLW,N
6097,Y,LGI,Lazard Global Total Return and Income Fund Common Stock,N, ,N,100.0,N,,LGI,LGI,N
6098,Y,LGIH,"LGI Homes, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LGIH,N
6099,Y,LGL,"LGL Group, Inc. (The) Common Stock",A, ,N,100.0,N,,LGL,LGL,N
6101,Y,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,P, ,Y,100.0,N,,LGLV,LGLV,N
6102,Y,LGMK,"LogicMark, Inc. - Common Stock",Q,S,N,100.0,N,N,,LGMK,N
6103,Y,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,Q,G,N,100.0,N,N,,LGND,N
6104,Y,LGO,Largo Inc. - Common Shares,Q,Q,N,100.0,N,N,,LGO,N
6105,Y,LGOV,First Trust Long Duration Opportunities ETF,P, ,Y,100.0,N,,LGOV,LGOV,N
6106,Y,LGRO,Level Four Large Cap Growth Active ETF,Q,G,Y,100.0,N,N,,LGRO,N
6107,Y,LGST,Semper Paratus Acquisition Corporation - Class A Ordinary Shares,Q,G,N,100.0,N,D,,LGST,N
6108,Y,LGSTU,Semper Paratus Acquisition Corporation - Unit,Q,G,N,100.0,N,D,,LGSTU,N
6109,Y,LGSTW,Semper Paratus Acquisition Corporation - Warrant,Q,G,N,100.0,N,D,,LGSTW,N
6110,Y,LGVC,LAMF Global Ventures Corp. I - Class A Ordinary Shares,Q,G,N,100.0,N,N,,LGVC,N
6111,Y,LGVCU,LAMF Global Ventures Corp. I - Unit,Q,G,N,100.0,N,N,,LGVCU,N
6112,Y,LGVCW,LAMF Global Ventures Corp. I - Warrant,Q,G,N,100.0,N,N,,LGVCW,N
6113,Y,LGVN,Longeveron Inc. - common stock,Q,S,N,100.0,N,N,,LGVN,N
6115,Y,LH,Laboratory Corporation of America Holdings Common Stock,N, ,N,100.0,N,,LH,LH,N
6116,Y,LHC,Leo Holdings Corp. II Class A Ordinary Shares,N, ,N,100.0,N,,LHC,LHC,N
6118,Y,LHX,"L3Harris Technologies, Inc. Common Stock",N, ,N,100.0,N,,LHX,LHX,N
6119,Y,LI,Li Auto Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,LI,N
6120,Y,LIAN,LianBio - American Depositary Shares,Q,G,N,100.0,N,N,,LIAN,N
6121,Y,LIBY,Liberty Resources Acquisition Corp. - Class A Common Stock,Q,G,N,100.0,N,D,,LIBY,N
6122,Y,LIBYU,Liberty Resources Acquisition Corp. - Unit,Q,G,N,100.0,N,D,,LIBYU,N
6123,Y,LIBYW,Liberty Resources Acquisition Corp. - Warrant,Q,G,N,100.0,N,D,,LIBYW,N
6124,Y,LICN,Lichen China Limited - Class A Ordinary Shares,Q,S,N,100.0,N,N,,LICN,N
6125,Y,LICY,Li-Cycle Holdings Corp. Common Shares,N, ,N,100.0,N,,LICY,LICY,N
6126,Y,LIDR,"AEye, Inc. - Class A Common Stock",Q,S,N,100.0,N,D,,LIDR,N
6127,Y,LIDRW,"AEye, Inc. - Warrant",Q,S,N,100.0,N,N,,LIDRW,N
6128,Y,LIFE,"aTyr Pharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,LIFE,N
6129,Y,LIFW,"MSP Recovery, Inc. - Class A Common Stock",Q,G,N,100.0,N,D,,LIFW,N
6130,Y,LIFWW,"MSP Recovery, Inc. - Warrant",Q,G,N,100.0,N,N,,LIFWW,N
6131,Y,LIFWZ,"MSP Recovery, Inc. - Warrant",Q,G,N,100.0,N,N,,LIFWZ,N
6132,Y,LII,"Lennox International, Inc. Common Stock",N, ,N,100.0,N,,LII,LII,N
6133,Y,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,Q,N,100.0,N,N,,LILA,N
6134,Y,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,Q,N,100.0,N,N,,LILAK,N
6135,Y,LILM,Lilium N.V. - Class A Ordinary Shares,Q,Q,N,100.0,N,N,,LILM,N
6136,Y,LILMW,Lilium N.V. - Warrants,Q,Q,N,100.0,N,N,,LILMW,N
6137,Y,LIN,Linde plc Ordinary Shares,N, ,N,100.0,N,,LIN,LIN,N
6138,Y,LINC,Lincoln Educational Services Corporation - Common Stock,Q,Q,N,100.0,N,N,,LINC,N
6139,Y,LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,Q,S,N,100.0,N,N,,LIND,N
6140,Y,LINK,"Interlink Electronics, Inc. - Common Stock",Q,S,N,100.0,N,N,,LINK,N
6141,Y,LIPO,Lipella Pharmaceuticals Inc. - Common Stock,Q,S,N,100.0,N,N,,LIPO,N
6142,Y,LIQT,"LiqTech International, Inc. - Common Stock",Q,S,N,100.0,N,N,,LIQT,N
6143,Y,LIT,Global X Lithium & Battery Tech ETF,P, ,Y,100.0,N,,LIT,LIT,N
6144,Y,LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",N, ,N,100.0,N,,LITB,LITB,N
6145,Y,LITE,Lumentum Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,LITE,N
6146,Y,LITM,Snow Lake Resources Ltd. - Common Shares,Q,S,N,100.0,N,N,,LITM,N
6147,Y,LITP,Sprott Lithium Miners ETF,Q,G,Y,100.0,N,N,,LITP,N
6148,Y,LIVB,LIV Capital Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,100.0,N,N,,LIVB,N
6149,Y,LIVBU,LIV Capital Acquisition Corp. II - Unit,Q,G,N,100.0,N,N,,LIVBU,N
6150,Y,LIVBW,LIV Capital Acquisition Corp. II - Warrants,Q,G,N,100.0,N,N,,LIVBW,N
6151,Y,LIVE,Live Ventures Incorporated - Common Stock,Q,S,N,100.0,N,N,,LIVE,N
6152,Y,LIVN,LivaNova PLC - Ordinary Shares,Q,Q,N,100.0,N,N,,LIVN,N
6153,Y,LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,LIXT,N
6154,Y,LIXTW,"Lixte Biotechnology Holdings, Inc. - Warrants",Q,S,N,100.0,N,N,,LIXTW,N
6155,Y,LIZI,LIZHI INC. - American Depositary Shares,Q,S,N,100.0,N,D,,LIZI,N
6156,Y,LJIM,Northern Lights Fund Trust IV Long Cramer Tracker ETF,Z, ,Y,100.0,N,,LJIM,LJIM,N
6157,Y,LKCO,Luokung Technology Corp - Ordinary Shares,Q,S,N,100.0,N,N,,LKCO,N
6158,Y,LKFN,Lakeland Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,LKFN,N
6159,Y,LKOR,FlexShares Trust FlexShares Credit-Scored US Long Corporate Bond Index Fund,Z, ,Y,100.0,N,,LKOR,LKOR,N
6160,Y,LKQ,LKQ Corporation - Common Stock,Q,Q,N,100.0,N,N,,LKQ,N
6161,Y,LL,"LL Flooring Holdings, Inc. Common Stock",N, ,N,100.0,N,,LL,LL,N
6162,Y,LLAP,Terran Orbital Corporation Common Stock,N, ,N,100.0,N,,LLAP,LLAP,N
6164,Y,LLY,Eli Lilly and Company Common Stock,N, ,N,100.0,N,,LLY,LLY,N
6165,Y,LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,Q,Q,N,100.0,N,N,,LLYVA,N
6166,Y,LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,Q,Q,N,100.0,N,N,,LLYVK,N
6167,Y,LMAT,"LeMaitre Vascular, Inc. - Common Stock",Q,G,N,100.0,N,N,,LMAT,N
6168,Y,LMB,"Limbach Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,LMB,N
6169,Y,LMBS,First Trust Low Duration Opportunities ETF,Q,G,Y,100.0,N,N,,LMBS,N
6170,Y,LMDX,LumiraDx Limited - Common stock,Q,G,N,100.0,N,D,,LMDX,N
6171,Y,LMDXW,LumiraDx Limited - Warrant,Q,G,N,100.0,N,N,,LMDXW,N
6172,Y,LMFA,"LM Funding America, Inc. - Common Stock",Q,S,N,100.0,N,D,,LMFA,N
6173,Y,LMND,"Lemonade, Inc. Common Stock",N, ,N,100.0,N,,LMND,LMND,N
6175,Y,LMNL,Liminal BioSciences Inc. - Common Shares,Q,S,N,100.0,N,N,,LMNL,N
6176,Y,LMNR,Limoneira Co - Common Stock,Q,Q,N,100.0,N,N,,LMNR,N
6177,Y,LMT,Lockheed Martin Corporation Common Stock,N, ,N,100.0,N,,LMT,LMT,N
6178,Y,LNC,Lincoln National Corporation Common Stock,N, ,N,100.0,N,,LNC,LNC,N
6180,Y,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N, ,N,100.0,N,,LND,LND,N
6181,Y,LNG,"Cheniere Energy, Inc. Common Stock",A, ,N,100.0,N,,LNG,LNG,N
6182,Y,LNKB,"LINKBANCORP, Inc. - Common Stock",Q,S,N,100.0,N,N,,LNKB,N
6183,Y,LNN,Lindsay Corporation Common Stock,N, ,N,100.0,N,,LNN,LNN,N
6184,Y,LNSR,"LENSAR, Inc. - Common Stock",Q,S,N,100.0,N,N,,LNSR,N
6185,Y,LNT,Alliant Energy Corporation - Common Stock,Q,Q,N,100.0,N,N,,LNT,N
6186,Y,LNTH,"Lantheus Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,LNTH,N
6187,Y,LNW,"Light & Wonder, Inc.  - Common Stock",Q,Q,N,100.0,N,N,,LNW,N
6188,Y,LNZA,"LanzaTech Global, Inc. - Common Stock",Q,S,N,100.0,N,N,,LNZA,N
6189,Y,LNZAW,"LanzaTech Global, Inc. - Warrant",Q,S,N,100.0,N,N,,LNZAW,N
6190,Y,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",Q,S,N,100.0,N,N,,LOAN,N
6191,Y,LOB,"Live Oak Bancshares, Inc. Common Stock",N, ,N,100.0,N,,LOB,LOB,N
6192,Y,LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,N, ,N,100.0,N,,LOCC,LOCC,N
6195,Y,LOCL,Local Bounti Corporation Common Stock,N, ,N,100.0,N,,LOCL,LOCL,N
6197,Y,LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LOCO,N
6198,Y,LODE,Comstock Inc. Common Stock,A, ,N,100.0,N,,LODE,LODE,N
6199,Y,LOGI,Logitech International S.A. - Registered Shares,Q,Q,N,100.0,N,N,,LOGI,N
6200,Y,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N, ,N,100.0,N,,LOMA,LOMA,N
6201,Y,LONZ,PIMCO U.S. Treasury Index Fund PIMCO Senior Loan Active Exchange-Traded Fund,P, ,Y,100.0,N,,LONZ,LONZ,N
6202,Y,LOOP,"Loop Industries, Inc. - Common Stock",Q,G,N,100.0,N,N,,LOOP,N
6203,Y,LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LOPE,N
6204,Y,LOPP,Gabelli Love Our Planet & People ETF Gabelli Love Our Planet & People ETF,P, ,Y,100.0,N,,LOPP,LOPP,N
6205,Y,LOUP,Innovator Deepwater Frontier Tech ETF,P, ,Y,100.0,N,,LOUP,LOUP,N
6206,Y,LOV,Spark Networks SE - ADS,Q,S,N,100.0,N,D,,LOV,N
6207,Y,LOVE,The Lovesac Company - Common Stock,Q,G,N,100.0,N,N,,LOVE,N
6208,Y,LOW,"Lowe's Companies, Inc. Common Stock",N, ,N,100.0,N,,LOW,LOW,N
6209,Y,LOWV,"AB Active ETFs, Inc. AB US Low Volatility Equity ETF",P, ,Y,100.0,N,,LOWV,LOWV,N
6210,Y,LPCN,Lipocine Inc. - Common Stock,Q,S,N,100.0,N,N,,LPCN,N
6211,Y,LPG,Dorian LPG Ltd. Common Stock,N, ,N,100.0,N,,LPG,LPG,N
6212,Y,LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N, ,N,100.0,N,,LPL,LPL,N
6213,Y,LPLA,LPL Financial Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,LPLA,N
6214,Y,LPRO,Open Lending Corporation - Common Stock,Q,G,N,100.0,N,N,,LPRO,N
6215,Y,LPSN,"LivePerson, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LPSN,N
6216,Y,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,LPTH,N
6217,Y,LPTV,"Loop Media, Inc. Common Stock",A, ,N,100.0,N,,LPTV,LPTV,N
6218,Y,LPTX,"Leap Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,LPTX,N
6219,Y,LPX,Louisiana-Pacific Corporation Common Stock,N, ,N,100.0,N,,LPX,LPX,N
6220,Y,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,P, ,Y,100.0,N,,LQD,LQD,N
6221,Y,LQDA,Liquidia Corporation - Common Stock,Q,S,N,100.0,N,N,,LQDA,N
6222,Y,LQDB,iShares Trust iShares BBB Rated Corporate Bond ETF,P, ,Y,100.0,N,,LQDB,LQDB,N
6223,Y,LQDH,iShares Interest Rate Hedged Corporate Bond ETF,P, ,Y,100.0,N,,LQDH,LQDH,N
6224,Y,LQDI,iShares Inflation Hedged Corporate Bond ETF,Z, ,Y,100.0,N,,LQDI,LQDI,N
6225,Y,LQDT,"Liquidity Services, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LQDT,N
6226,Y,LQDW,iShares Trust iShares Investment Grade Corporate Bond BuyWrite Strategy ETF,Z, ,Y,100.0,N,,LQDW,LQDW,N
6227,Y,LQIG,SPDR Series Trust SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,P, ,Y,100.0,N,,LQIG,LQIG,N
6228,Y,LQR,LQR House Inc. - Common Stock,Q,S,N,100.0,N,N,,LQR,N
6229,Y,LRCX,Lam Research Corporation - Common Stock,Q,Q,N,100.0,N,N,,LRCX,N
6230,Y,LRFC,Logan Ridge Finance Corporation - Common Stock,Q,Q,N,100.0,N,N,,LRFC,N
6231,Y,LRGE,ClearBridge Large Cap Growth ESG ETF,Q,G,Y,100.0,N,N,,LRGE,N
6232,Y,LRGF,iShares U.S. Equity Factor ETF,P, ,Y,100.0,N,,LRGF,LRGF,N
6233,Y,LRMR,"Larimar Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,LRMR,N
6234,Y,LRN,"Stride, Inc. Common Stock",N, ,N,100.0,N,,LRN,LRN,N
6235,Y,LRND,IQ U.S. Large Cap R&D Leaders ETF,Q,G,Y,100.0,N,N,,LRND,N
6236,Y,LRNZ,"TrueShares Technology, AI & Deep Learning ETF",P, ,Y,100.0,N,,LRNZ,LRNZ,N
6237,Y,LSAF,LeaderShares AlphaFactor US Core Equity ETF,P, ,Y,100.0,N,,LSAF,LSAF,N
6238,Y,LSAK,"Lesaka Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LSAK,N
6239,Y,LSAT,LeaderShares AlphaFactor Tactical Focused ETF,P, ,Y,100.0,N,,LSAT,LSAT,N
6240,Y,LSBK,"Lake Shore Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,LSBK,N
6241,Y,LSCC,Lattice Semiconductor Corporation - Common Stock,Q,Q,N,100.0,N,N,,LSCC,N
6242,Y,LSDI,Lucy Scientific Discovery Inc. - Common Stock,Q,S,N,100.0,N,N,,LSDI,N
6243,Y,LSEA,Landsea Homes Corporation - Common Stock,Q,S,N,100.0,N,N,,LSEA,N
6244,Y,LSEAW,Landsea Homes Corporation - Warrant,Q,S,N,100.0,N,N,,LSEAW,N
6245,Y,LSF,"Laird Superfood, Inc. Common Stock",A, ,N,100.0,N,,LSF,LSF,N
6246,Y,LSGR,Natixis ETF Trust II Natixis Loomis Sayles Focused Growth ETF,P, ,Y,100.0,N,,LSGR,LSGR,N
6247,Y,LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,N, ,N,100.0,N,,LSPD,LSPD,N
6248,Y,LSST,Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF,P, ,Y,100.0,N,,LSST,LSST,N
6249,Y,LSTA,"Lisata Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,LSTA,N
6250,Y,LSTR,"Landstar System, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LSTR,N
6251,Y,LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,N,,LSXMA,N
6252,Y,LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,N,,LSXMB,N
6253,Y,LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,N,,LSXMK,N
6254,Y,LTBR,Lightbridge Corporation - Common Stock,Q,S,N,100.0,N,N,,LTBR,N
6255,Y,LTC,"LTC Properties, Inc. Common Stock",N, ,N,100.0,N,,LTC,LTC,N
6256,Y,LTH,"Life Time Group Holdings, Inc. Common Stock",N, ,N,100.0,N,,LTH,LTH,N
6257,Y,LTHM,Livent Corporation Common Stock,N, ,N,100.0,N,,LTHM,LTHM,N
6258,Y,LTL,ProShares Ultra Communication Services,P, ,Y,100.0,N,,LTL,LTL,N
6259,Y,LTPZ,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,P, ,Y,100.0,N,,LTPZ,LTPZ,N
6260,Y,LTRN,Lantern Pharma Inc. - Common Stock,Q,S,N,100.0,N,N,,LTRN,N
6261,Y,LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,Q,N,100.0,N,D,,LTRPA,N
6262,Y,LTRPB,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,Q,N,100.0,N,N,,LTRPB,N
6263,Y,LTRX,"Lantronix, Inc. - Common Stock",Q,S,N,100.0,N,N,,LTRX,N
6264,Y,LTRY,"Lottery.com, Inc. - Common Stock",Q,G,N,100.0,N,D,,LTRY,N
6265,Y,LTRYW,"Lottery.com, Inc. - Warrant",Q,G,N,100.0,N,N,,LTRYW,N
6266,Y,LU,"Lufax Holding Ltd American Depositary Shares, two of which representing one Ordinary Share",N, ,N,100.0,N,,LU,LU,N
6267,Y,LUCD,Lucid Diagnostics Inc. - Common Stock,Q,G,N,100.0,N,N,,LUCD,N
6268,Y,LUCY,"Innovative Eyewear, Inc. - Common Stock",Q,S,N,100.0,N,D,,LUCY,N
6269,Y,LUCYW,"Innovative Eyewear, Inc. - Warrants",Q,S,N,100.0,N,N,,LUCYW,N
6270,Y,LULU,lululemon athletica inc. - Common Stock,Q,Q,N,100.0,N,N,,LULU,N
6271,Y,LUMN,"Lumen Technologies, Inc. Common Stock",N, ,N,100.0,N,,LUMN,LUMN,N
6272,Y,LUMO,"Lumos Pharma, Inc. - Common Stock",Q,G,N,100.0,N,N,,LUMO,N
6273,Y,LUNA,Luna Innovations Incorporated - Common Stock,Q,S,N,100.0,N,N,,LUNA,N
6274,Y,LUNG,Pulmonx Corporation - Common Stock,Q,Q,N,100.0,N,N,,LUNG,N
6275,Y,LUNR,"Intuitive Machines, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,LUNR,N
6276,Y,LUNRW,"Intuitive Machines, Inc. - Warrants",Q,S,N,100.0,N,N,,LUNRW,N
6277,Y,LUV,Southwest Airlines Company Common Stock,N, ,N,100.0,N,,LUV,LUV,N
6278,Y,LUX,Tema ETF Trust Tema Luxury ETF,P, ,Y,100.0,N,,LUX,LUX,N
6279,Y,LUXH,LuxUrban Hotels Inc. - Common Stock,Q,S,N,100.0,N,N,,LUXH,N
6280,Y,LUXX,Listed Funds Trust Roundhill S&P Global Luxury ETF,P, ,Y,100.0,N,,LUXX,LUXX,N
6281,Y,LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,Q,G,Y,100.0,N,N,,LVHD,N
6282,Y,LVHI,Franklin International Low Volatility High Dividend Index ETF ,Z, ,Y,100.0,N,,LVHI,LVHI,N
6283,Y,LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,LVLU,N
6284,Y,LVO,"LiveOne, Inc. - Common Stock",Q,S,N,100.0,N,N,,LVO,N
6285,Y,LVOL,American Century Low Volatility ETF,P, ,Y,100.0,N,,LVOL,LVOL,N
6286,Y,LVOX,"LiveVox Holdings, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,LVOX,N
6287,Y,LVOXU,"LiveVox Holdings, Inc. - Unit",Q,Q,N,100.0,N,N,,LVOXU,N
6288,Y,LVOXW,"LiveVox Holdings, Inc. - Warrant",Q,Q,N,100.0,N,N,,LVOXW,N
6289,Y,LVRO,Lavoro Limited - Class A Ordinary Shares,Q,G,N,100.0,N,N,,LVRO,N
6290,Y,LVROW,Lavoro Limited - Warrant,Q,G,N,100.0,N,N,,LVROW,N
6291,Y,LVS,Las Vegas Sands Corp. Common Stock,N, ,N,100.0,N,,LVS,LVS,N
6292,Y,LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Q,Q,N,100.0,N,N,,LVTX,N
6293,Y,LVWR,"LiveWire Group, Inc. Common Stock",N, ,N,100.0,N,,LVWR,LVWR,N
6295,Y,LW,"Lamb Weston Holdings, Inc. Common Stock ",N, ,N,100.0,N,,LW,LW,N
6296,Y,LWAY,"Lifeway Foods, Inc. - Common Stock",Q,G,N,100.0,N,N,,LWAY,N
6297,Y,LWLG,"Lightwave Logic, Inc. - Common Stock",Q,S,N,100.0,N,N,,LWLG,N
6298,Y,LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,Q,N,100.0,N,N,,LX,N
6299,Y,LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",Q,G,N,100.0,N,D,,LXEH,N
6300,Y,LXFR,Luxfer Holdings PLC Ordinary Shares,N, ,N,100.0,N,,LXFR,LXFR,N
6301,Y,LXP,LXP Industrial Trust Common Stock (Maryland REIT),N, ,N,100.0,N,,LXP,LXP,N
6303,Y,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LXRX,N
6304,Y,LXU,"LSB Industries, Inc. Common Stock",N, ,N,100.0,N,,LXU,LXU,N
6305,Y,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N, ,N,100.0,N,,LYB,LYB,N
6306,Y,LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LYEL,N
6307,Y,LYFT,"Lyft, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,LYFT,N
6308,Y,LYG,Lloyds Banking Group Plc American Depositary Shares,N, ,N,100.0,N,,LYG,LYG,N
6309,Y,LYRA,"Lyra Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,LYRA,N
6310,Y,LYT,Lytus Technologies Holdings PTV. Ltd. - Common Shares,Q,S,N,100.0,N,D,,LYT,N
6311,Y,LYTS,LSI Industries Inc. - Common Stock,Q,Q,N,100.0,N,N,,LYTS,N
6312,Y,LYV,"Live Nation Entertainment, Inc. Common Stock",N, ,N,100.0,N,,LYV,LYV,N
6313,Y,LZ,"LegalZoom.com, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LZ,N
6314,Y,LZB,La-Z-Boy Incorporated Common Stock,N, ,N,100.0,N,,LZB,LZB,N
6315,Y,LZM,Lifezone Metals Limited Ordinary Shares,N, ,N,100.0,N,,LZM,LZM,N
6317,Y,LZRD,Parabla Innovation ETF,Q,G,Y,100.0,N,N,,LZRD,N
6318,Y,M,Macy's Inc Common Stock,N, ,N,100.0,N,,M,M,N
6319,Y,MA,Mastercard Incorporated Common Stock,N, ,N,100.0,N,,MA,MA,N
6320,Y,MAA,"Mid-America Apartment Communities, Inc. Common Stock",N, ,N,100.0,N,,MAA,MAA,N
6322,Y,MAC,Macerich Company (The) Common Stock,N, ,N,100.0,N,,MAC,MAC,N
6323,Y,MACA,Moringa Acquisition Corp - Class A Ordinary Shares,Q,S,N,100.0,N,D,,MACA,N
6324,Y,MACAU,Moringa Acquisition Corp - Units,Q,S,N,100.0,N,D,,MACAU,N
6325,Y,MACAW,Moringa Acquisition Corp - Warrant,Q,S,N,100.0,N,D,,MACAW,N
6326,Y,MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,MACK,N
6327,Y,MAG,MAG Silver Corporation Ordinary Shares,A, ,N,100.0,N,,MAG,MAG,N
6328,Y,MAGA,Point Bridge America First ETF,Z, ,Y,100.0,N,,MAGA,MAGA,N
6329,Y,MAGG,Madison ETFs Trust Madison Aggregate Bond ETF,P, ,Y,100.0,N,,MAGG,MAGG,N
6330,Y,MAIA,"MAIA Biotechnology, Inc. Common Stock",A, ,N,100.0,N,,MAIA,MAIA,N
6331,Y,MAIN,Main Street Capital Corporation Common Stock,N, ,N,100.0,N,,MAIN,MAIN,N
